id,text,user,project,page_title,page_url,disrespect,respect,explanation,causal_reasoning,narrative,question,response,advocacy,public_interest,counterarguments,constructive_proposal
83358.0,"It is not my fault that I have become the only active bureaucrat, so please do not punish my just because the other one has become inactive. [[:simple:User:Angela]] was the lone bureaucrat on Simple Wikipedia, but resigned and promoted [[:simple:User:SimonMayer]] when she left, so having one lone bureaucrat is not unusual by iteslf.  Also, there has never been a formal request on simple:Wikipedia to re-evaluate my bureaucrat decisions before.  To immeditaly jump to revoking them is also unfair to me.  This entire request for comments is from a user who is barely active on the wiki (also, you can [//simple.wikipedia.org/w/index.php?title=Special:Contributions&target=M7 see] he is trying to change that only after I pointed out that he is barely active). --",Netoholic,meta.wikimedia,Requests for comment/Request to Stewards,https://meta.wikimedia.org/wiki?curid=63532,,,,,,,,,,,
85788.0,"since no local policy exists, and the fact even eligibility is not determine, as well stewards should not decide for local communities, I find that the result should beNot done, at least until local desysop policy is established.",Matanya,meta.wikimedia,Requests for comment/Vibhijain and Mayur,https://meta.wikimedia.org/wiki?curid=575698,,,,,,,,,,,
95314.0,noviewer Strong oppose These people are not us. --,Willi The Kid,meta.wikimedia,Requests for comment/Should the Foundation call itself Wikipedia,https://meta.wikimedia.org/wiki?curid=10960652,,,,,,,,,,,
92267.0,*:::::::: And what do we do with the global abusefilter helper permission? We delete it? What do we do with users currently in that group?,MarcoAurelio,meta.wikimedia,Requests for comment/Local group of abusefilter helpers,https://meta.wikimedia.org/wiki?curid=10093525,,,,,,,,,,,
73914.0,"# Too much information about users' editing patterns. What next, IP addresses?",MrX,meta.wikimedia,Requests for comment/X!'s Edit Counter,https://meta.wikimedia.org/wiki?curid=2290690,,,,,,,,,,,
85493.0,"As a side note - I am the only content editor here. Not you. Not Pathoschild. Not FT2. Not Wnt. Not anyone else. No one has the ability to talk about ""collaboration"" here besides me as no one has been involved in collaborating to create content.",Ottava Rima,meta.wikimedia,Requests for comment/User:Ottava Rima,https://meta.wikimedia.org/wiki?curid=308476,,,,,,,,,,,
86156.0,"There are always talks about a global ArbCom. If not such a thing, at least -some- group that can look into disputes. After all, Stewards are supposed to ""not decide"". How about a group that can decide. This doesn't mean that I support such an idea, but people bring it up quite often.",Ottava Rima,meta.wikimedia,Requests for comment/Stewards' question: How to make your Wikimedian life easier?,https://meta.wikimedia.org/wiki?curid=616178,,,,,,,,,,,
82092.0,"Whataboutism is the fundamental nature of thought. What about global debt, debt overhang, 50% of those under authoritarian regimes, hyperinflation, financial repression, CBDC’s, capital controls, the petrodollar, the lower zero bound, etc. not so simple is it? --2600:8802:E03:1D00:CDAA:C9CE:A43:25A6 07:26, 12 January 2022 (UTC)support Strong support Cryptocurrencies are, besides being horrible for the environment, stupid internet monopoly money that only function as a scam, or as a mean to exchange illegal goods. While it is true that the WMF is smart enough not to touch such a radioactive and unstable asset directly, someone is actually exchanging the tokens for actual money, that typically comes from the purses of someone who's being scammed. I consider not refusing any contact with such ""crypto""""currencies"" ethically questionable.",Joe the internet plumber,meta.wikimedia,Requests for comment/Stop accepting cryptocurrency donations,https://meta.wikimedia.org/wiki?curid=11660727,,,,,,,,,,,
74207.0,"No.  There's no way the tool can identify you.—[[en:User:Cyberpower678|cyberpower]] [[en:User talk:Cyberpower678|Chat]]Hello! 02:34, 24 June 2013 (UTC)

* No gain to remove this option anyway it's annoying no-one maybe just some frustrated voyeurs people, and even then...",Vive la Rosière,meta.wikimedia,Requests for comment/X!'s Edit Counter,https://meta.wikimedia.org/wiki?curid=2290690,,,,,,,,,,,
96979.0,"noviewer|Oppose Oppose I will stand opposite for any kind of ""Damnatio memoriae""--",Jonathan5566,meta.wikimedia,Requests for comment/Removing all WMC link from wikimedia,https://meta.wikimedia.org/wiki?curid=11513758,,,,,,,,,,,
80172.0,noviewer|Oppose Oppose I don't think CIR is an appropriate rationale for a global ban. Also still active on other wikis. I can't speak for ptwiki but I don't see any issues with their edits on Wikidata and they have 15000 edits there. I can sympathize with the frustration but I don't think this is quite at the level needed for a global ban. --,Rschen7754,meta.wikimedia,Requests for comment/Global ban for Eric abiog,https://meta.wikimedia.org/wiki?curid=11095559,,,,,,,,,,,
96816.0,"#:We don't know if they're willing to pay for it, they've made no commitments to do so. Not sure what you mean by lower overheads, but this will cost us donated funds to implement, and it won't reduce our expenses, it'll actually increase them as we'll have to pay to maintain it. They're scraping it at the moment and this will provide a dedicated feed to them, but at our expense, with no guarantee about whether anyone will use it or pay for it or how much they'll pay.",Levivich,meta.wikimedia,Requests for comment/Wikimedia Enterprise/de,https://meta.wikimedia.org/wiki?curid=11480280,,,,,,,,,,,
74162.0,"noviewer|Support Support Compare with products such as taxation catalogues, available to anyone and compiled solely with information from public sources (such as income declarations), listing the annual income (and similar information) of all citizens in a selected area, for example a municipality. As far as I can tell, no one has ever complained about taxation catalogues being available. This tool appears to collect information from public sources in a similar way, and I don't see why this tool should be treated any different. Also, anyone can already access the information by downloading selected files from http://dumps.wikimedia.org/ or by using mw:API. --",Stefan2,meta.wikimedia,Requests for comment/X!'s Edit Counter,https://meta.wikimedia.org/wiki?curid=2290690,,,,,,,,,,,
75944.0,"No worries. A meta arbcom is a good idea, but hard to implement. Search meta if you want to help that concept become a reality.",John Vandenberg,meta.wikimedia,Requests for comment/cs.wikisource admins,https://meta.wikimedia.org/wiki?curid=7597336,,,,,,,,,,,
84922.0,"# Requesting restore is equivalent to voting ""oppose remove"" on the other polls. This is effectively splitting the debate presenting it as if it was something different. Of course voting ""oppose"" on the other petition doesn't look as important, so let's redress it. I support closing this and keeping the debate on a single place. [[es:User:Drini|es:]]",Drini,meta.wikimedia,Requests for comment/Restore Founder flag,https://meta.wikimedia.org/wiki?curid=272214,,,,,,,,,,,
74273.0,# Oppose. This latest round originates from a coordinated Commons-IRC campaign where user Mattbuck canvassed some of his friends to help him get Ottava blocked there. That block itself is controversial and being currently reevaluated.,Volunteer Marek,meta.wikimedia,Requests for comment/Global ban for Ottava Rima,https://meta.wikimedia.org/wiki?curid=2322501,,,,,,,,,,,
75105.0,"noviewer|Support Support for clarity of identification, so long as staff can still use an alternate (non-staff identifying) account for ""regular editing"" if they wish, and so long as existing non-staff accounts that happen to contain the string, WMF, are grandfathered in. No regular editor should have to change an existing username.",BD2412,meta.wikimedia,Requests for comment/Distinguishing Wikimedia Foundation staff accounts for official actions and personal use,https://meta.wikimedia.org/wiki?curid=5244876,,,,,,,,,,,
85953.0,"I locked only one account. Since this is an established user, a proper way forward is an [[RFC]].",Ruslik0,meta.wikimedia,Requests for comment/Global lock for severe continuous cross wiki damage done by sockpuppet abuse,https://meta.wikimedia.org/wiki?curid=590374,,,,,,,,,,,
71418.0,"I should note that [[Child protection]] here on Meta is still only a proposed policy.  I've suggested we could enact a stripped-down version which reiterates the provisions of the [[Terms of use]] that concern problematic behaviors that could actually affect children, without the problematic ""advocacy"" and ""identification"" language that Jimbo Wales applied without community consensus in the en.wikipedia policy.  I agree that we would place ourselves in a very problematic rhetorical position if we tell correspondents from Yemen and other Arabic nations that they must accept our Muhammad images and blasphemies in the name of wide-ranging conversation, while they must not dare to suggest that their countries' very low or absent ages of consent are morally defensible.",Wnt,meta.wikimedia,Requests for comment/Global bans,https://meta.wikimedia.org/wiki?curid=1092583,,,,,,,,,,,
72740.0,"{{Bilingual|1=en|2=<br/>1. Resignation of related administrators
*1-1. Related administrators (member of the [//tr.wikipedia.org/w/index.php?title=Vikipedi%3AK%C3%B6y_%C3%A7e%C5%9Fmesi_%28ilginize%29&diff=11525701&oldid=11525467 ""Memorandum of the Quintet""]: [[:tr:Kullanıcı:Vito Genovese|Vito Genovese]], [[:tr:Kullanıcı:Eldarion]], [[:tr:Kullanıcı:Mskyrider|Mskyrider]], [[:tr:Kullanıcı:Kibele|Kibele]], and [[:tr:Kullanıcı:Elmacenderesi|Elmacenderesi]]) will resign voluntarily.
*1-2. If he/she reject his/her resignation, it will be subjected to a vote of confidence of the comunity and lose the rights to request adminship for two years. The voting for him/her will be held here (this page in Meta).
*1-3. Administrators who resigned voluntarily, will be able to request the rights of adminship after one year.--",Reality006,meta.wikimedia,Requests for comment/Sysop abuse on the Turkish Wikipedia,https://meta.wikimedia.org/wiki?curid=1217753,,,,,,,,,,,
74965.0,"noviewer|Oppose Oppose Commons is already a global version by itself : it is intended to be multilingual and used by all projects. So its rules should be compatible with all of them, including the most restrictive ones (such as English Wikipedia), without creating legal issues (even if some wikis are also more liberal on some rules and have their own separate hosting such as ""fair use"" in US, but also more restrictive due to the reappropriation of copyright in US for contents that have NEVER be part of the US protection domain and NEVER been part of the US public domain but possibly in the legitimate public domain of other countries). Yes URAA is problematic in US because it goes too far (before it, it was not protective enough... US legislators have once again failed to honor the Berne convention and is once again abusing other countries: before it was abusing their copyright, now it is abusing their public domain !)",Verdy p,meta.wikimedia,Requests for comment/Creation of a Global Wikimedia Commons,https://meta.wikimedia.org/wiki?curid=3880548,,,,,,,,,,,
70184.0,"To put the figures above in context: We are talking about an IP address shared by 100 journalists and authors, in a speaker community that at best has 600,000 speakers. Prophilactically banning all of these from editing Wikipedia would be mathematically equivalent to banning the 300,000 English-language journalists and authors from editing the English Wikipedia at once.",Marivienna,meta.wikimedia,Requests for comment/ПешСай@mhr.wikipedia,https://meta.wikimedia.org/wiki?curid=551634,,,,,,,,,,,
95408.0,"Dear @ZMcCune (WMF): - while we're discussing, could we confirm that you're not (or won't be) evaluating them with the kind of reasoning seen at This set of response KPIs, where anyone who didn't specifically oppose, but had viewed the page, was perceived as somehow supporting the page?",Nosebagbear,meta.wikimedia,Requests for comment/Should the Foundation call itself Wikipedia,https://meta.wikimedia.org/wiki?curid=10960652,,,,,,,,,,,
78097.0,"*As far as I know, content-wise Meta does not intervene in local projects, i.e. it's up to the community of a certain language to decide. Am I wrong? --",1l2l3k,meta.wikimedia,Requests for comment/Racism at Azerbaijani Wikipedia,https://meta.wikimedia.org/wiki?curid=10715276,,,,,,,,,,,
93549.0,"See also [[User talk:Jasonnn~zhwiki#Blocked]]. regards,",-revi,meta.wikimedia,Requests for comment/Chinese Wikipedia Administrators and Bureaucrats massive abuse/We need your help,https://meta.wikimedia.org/wiki?curid=10626265,,,,,,,,,,,
87442.0,"# Support, It will be pleasant to work with upload times that don't allow me to make a cup of tea while I wait, or crash and lose my edits. Ok to be fair that can also happen on WP, but the difference in speed and frequency is very noticeable when uploading large files. Also I prefer to upload only once to Commons. Cheers!",Pbsouthwood,meta.wikimedia,Requests for comment/Travel Guide,https://meta.wikimedia.org/wiki?curid=1187813,,,,,,,,,,,
74895.0,"*: Because you Kubura block everyone that does not subscribe to your right-wing fascism. Now, that particular page hasn't been brought to my attention until it was listed here, so there is no reason not to comment it. You have abudant history of imagining ""differences"" between Croatian and Serbian as well using imaginary words in your wiki correspondence in order to harass non-Croatian editors, so your involvement in the compilation of that particular list fits into your overall abuse patterns. --",Ivan Štambuk,meta.wikimedia,Requests for comment/2013 issues on Croatian Wikipedia/Evidence/Content,https://meta.wikimedia.org/wiki?curid=2345344,,,,,,,,,,,
69238.0,"# This is not the first time Wikiversity has been used to try to do an end-run round foundational goals, and it has become a happy home for grudge-bearing and self-referential ""research"" into supposed Wikipedia abuses. Most Wikipedians barely know the place exists so the result can be very heavily skewed. In the absence of a tangible commitment to pursuing proper standards of academic rigour, as the name implies, I think it is a net detriment to the goals of the Foundation. I would be very happy if they were able to clean up their act and engage in something rather closer to the goal as I originally understood it, which was to pursue original and reputable academic research in a collaborative environment.",JzG,meta.wikimedia,Requests for comment/Shut down Wikiversity,https://meta.wikimedia.org/wiki?curid=263951,,,,,,,,,,,
97979.0,"*:::::Bumping, still waiting for this response.",Liuxinyu970226,meta.wikimedia,Requests for comment/Use of Spam blacklist for links to copyright violations,https://meta.wikimedia.org/wiki?curid=11701385,,,,,,,,,,,
96000.0,"noviewer|Support Support per above and my previous comments. Global locks is not a policy, but a list of common practices by stewards. One common practice is that ""Accounts that...obviously are...being disruptive on multiple wikis are candidates for a global lock."" This seems to fit that bill. I see no reason why global policy would prevent us from asking/telling stewards to lock known sock puppets of Slowking4 when found by local communities.",Wugapodes,meta.wikimedia,Requests for comment/Slowking4,https://meta.wikimedia.org/wiki?curid=11127676,,,,,,,,,,,
86474.0,"***Polish Wikisłownik has already [[:wikt:pl:Wikisłownik:Zasady tworzenia haseł|Zasady tworzenia haseł]] (""Article creation guide"") as well as pretty specific chapter on [[:wikt:pl:Wikisłownik:Nazewnictwo|Nazewnictwo]] (""Naming conventions"") that possibly could be expanded to document existing technical limitations. «[[User:Saper|Saper]]//[[User talk:Saper|talk]]» 13:01, 25 March 2014 (UTC)
* For the reference of anyone who didn't see it - the [[Wikipedia:WP:Redirects for discussion/Log/2014 February 16#C:AT|RfD discussion for ""C:"" redirects at the English Wikipedia]] earlier this month was subject to a procedural closure as being dependent on the result of this RfC. As I read the comments over there, if consensus is found here for the implementation of this link prefix, the English Wikipedia community will respect it as a rationale for deleting them. — [[User:Scott|Scott]] •",Scott,meta.wikimedia,Requests for comment/Wikimedia Commons interwiki prefix,https://meta.wikimedia.org/wiki?curid=645080,,,,,,,,,,,
71586.0,"noviewer|Oppose Oppose The proposal states ""put a global notice for logged in users on all WMF projects (except commons and enwiki/dewiki/ruwiki/itwiki)"". The exception should rather be all projects that have an EDP policy.--",Snaevar,meta.wikimedia,Requests for comment/Disable local uploads on smaller wikis,https://meta.wikimedia.org/wiki?curid=1107046,,,,,,,,,,,
81606.0,#: That’s a misinformation. I didn’t wrote any diagnosis. Describing user‘s actions and motivation in psychoscientific terms is not a diagnosis. –,Xena the Rebel Girl,meta.wikimedia,Requests for comment/Global ban for 1Goldberg2,https://meta.wikimedia.org/wiki?curid=11606596,,,,,,,,,,,
74551.0,"Indeed, explained and confirmed that you blocked a user indefinitely after only five wrong edits.--",Seiya,meta.wikimedia,Requests for comment/2013 issues on Croatian Wikipedia/Evidence/Conduct,https://meta.wikimedia.org/wiki?curid=2345343,,,,,,,,,,,
97115.0,"#::: Dear Sir Shurf, where do you see me ""being highly aggressive to everybody, who has a different point of view""? :) Didn't you describe more of the modus operandi of the user being under your so-called ""mentorship"" (which turns out in reality to be a protection from more severe sanctions), not mine? ;-) And isn't ""against the rules of community"" the thing you tried to do to me? ;-) And who'd I've ""intimidate""? :) At the same time, the user under your so-called ""mentorship"" REALLY DID intimidate Mrakia for her being a trans-person (and continued to do so even there, on this same page), and persisted in his misgendering her. Such behavior is simply NOT acceptable.",Роман Беккер,meta.wikimedia,Requests for comment/Global ban for 1Goldberg2,https://meta.wikimedia.org/wiki?curid=11606596,,,,,,,,,,,
78437.0,"@Eldarado: This is rather unfortunate in this situation. I can't say that this is not allowed (for example, on English Wikipedia desysops are entirely through ArbCom), but in this particular scenario, where many administrators are accused of wrongdoing, it calls into question whether the administrators are banding together over Facebook groups and protecting one of their own. --",Rschen7754,meta.wikimedia,Requests for comment/Do something about azwiki,https://meta.wikimedia.org/wiki?curid=10742295,,,,,,,,,,,
96102.0,support Strong support: the evidence provided above (and in many other RfCs) is damning and definitely earns Kubura a ban. He is not a constructive editor and is overall very rude to fellow editors and people who don't have the same opinions as him.,ImJustThere,meta.wikimedia,Requests for comment/Global ban for Kubura,https://meta.wikimedia.org/wiki?curid=11150596,,,,,,,,,,,
95631.0,"* * [https://meta.wikimedia.org/w/index.php?title=Global_arbitration_committee&oldid=19421852 Meta is not a Global Arbitration committee and there is NO global arbitration committee in any capacity.] 

A metawiki and wikicommons admin Billinghurst states the following: ""Turkish Wikipedia is a self-managing community.  [[Stewards]] have no authority to intervene, it is not their role. Your only means for resolution is with that community."". Here is the permanent link of the citation: https://meta.wikimedia.org/w/index.php?title=User_talk:Billinghurst&diff=prev&oldid=18188719 .
Camouflaged Mirage a meta admin, member of the [https://meta.wikimedia.org/w/index.php?title=Small_Wiki_Monitoring_Team&oldid=19774100 Small Wiki monitoring team],  similarly says ""[[Meta:What_Meta_is_not|Meta is not appeal court]]"". Here is the permanent link of his speech: https://meta.wikimedia.org/w/index.php?title=Meta:Requests_for_comment/Meta_admin_~riley_is_abusing_power&diff=prev&oldid=20014094 

I made similar cases like yours but I was dismissed everytime but on the other hand, META did not refrain from acting like a Global Arbitration committe when it came to AZwiki: an admin from AZwiki (Cekli829) was de-moted as a result of meta-discussion. Which means, you never know, sometimes meta may act like a Global Arbitration Committee and sometimes they may dismiss you. What does it depend on? I could explain but then that would land me problem... --",Ruhubelent,meta.wikimedia,Requests for comment/Do something about svwiki,https://meta.wikimedia.org/wiki?curid=11048058,,,,,,,,,,,
64237.0,"*This proposed #4 is a very good replacement of the existing #3. Denny made a good point that it can be written better, but I can't see why someone can't abuse the existing #3 to include their dog onto Wikidata...",Deryck Chan,wikidata,Wikidata:Requests for comment/Wikidata:Notability overhaul,https://wikidata.org/wiki?curid=21498285,,,,,,,,,,,
63789.0,"[[User:Micru|Micru]], could you please summarize your background research, perhaps with a few links so others can assess things?  Why do you consider standard conventions unusable?  (What are those standard conventions?  I assume you do not mean those currently in Wikidata -- I am referring to background research outside Wikidata.)  I suppose we see things a bit differently.  I generally prefer to use conventions from the wider Semantic Web and facilitate interoperability with other vocabularies as much as possible.",Emw,wikidata,"Wikidata:Requests for comment/Refining ""part of""",https://wikidata.org/wiki?curid=18776438,,,,,,,,,,,
67532.0," A key pro seems to be that without an explicit policy, someone like Olaf who runs a SEO shop seems to think we don't have a policy that requires it. ChristianKl ❪✉❫ 16:05, 30 November 2020 (UTC) Oppose any weakening of the current WMF ToU for use in Wikidata. Oppose anything like what Commons has. I'dWeak support creating a document here that essentially says the same thing as the WMF ToU, to address the issue ChristianKl mentioned above.",NMaia,wikidata,Wikidata:Requests for comment/Alternate disclosure policy,https://wikidata.org/wiki?curid=97087952,,,,,,,,,,,
